,CAD,HKD,ISK,PHP,DKK,HUF,CZK,GBP,RON,SEK,IDR,INR,BRL,RUB,HRK,JPY,THB,CHF,EUR,MYR,BGN,TRY,CNY,NOK,NZD,ZAR,USD,MXN,SGD,AUD,ILS,KRW,PLN
IDR,8.317671443415678e-05,0.00047765451450791494,0.008444882889020858,0.003580879875088146,0.00042199950705564833,0.022247936330671476,0.0014225664542194753,4.794892949733743e-05,0.000281944598192252,0.0006421731629107692,1.0,0.005108028815838803,0.0003363764186675457,0.0054138255600820265,0.0004262806614750534,0.00986072181486698,0.002239655354837368,5.5043413963780214e-05,5.657239768499633e-05,0.00028806053307711644,0.00011069842141604688,0.0019950179594427895,0.0004452400596181333,0.0006464543173301743,0.00010030133211177728,0.0011173813034647383,6.115934884864468e-05,0.0011063726206719823,8.256512094567033e-05,9.112742978448057e-05,0.0002287359646939311,0.08441396806136485,0.0002428026149291194
INR,0.01628352490421456,0.09351053639846743,1.653256704980843,0.70102969348659,0.08261494252873564,4.355483716475096,0.2784961685823755,0.009386973180076629,0.05519636015325671,0.1257183908045977,195.77023467432952,1.0,0.06585249042145594,1.0598659003831417,0.08345306513409961,1.9304358237547892,0.4384578544061303,0.010775862068965518,0.011075191570881228,0.056393678160919544,0.02167145593869732,0.39056513409961685,0.08716475095785442,0.12655651340996169,0.019636015325670497,0.21875,0.011973180076628353,0.2165948275862069,0.016163793103448277,0.017840038314176247,0.04477969348659004,16.52574233716475,0.047533524904214565
BRL,0.24727272727272728,1.42,25.10545454545455,10.645454545454545,1.2545454545454546,66.14,4.2290909090909095,0.14254545454545456,0.8381818181818183,1.9090909090909092,2972.86,15.185454545454546,1.0,16.094545454545454,1.2672727272727273,29.314545454545453,6.658181818181817,0.16363636363636364,0.16818181818181818,0.8563636363636363,0.3290909090909091,5.930909090909091,1.3236363636363637,1.9218181818181819,0.29818181818181816,3.321818181818182,0.18181818181818182,3.289090909090909,0.24545454545454548,0.27090909090909093,0.68,250.9509090909091,0.7218181818181818
RUB,0.015363759602349753,0.08822864889290556,1.559873474920922,0.661432444645278,0.0779484862178039,4.109466787166742,0.262765476728423,0.00885675553547221,0.052078626299141444,0.11861726163578853,184.71226841391777,0.9435155896972436,0.062132851333032084,1.0,0.07873926796204248,1.821396294622684,0.41369182105738816,0.01016719385449616,0.010449615906009943,0.053208314505196565,0.020447356529597834,0.368504292815183,0.08224130140081339,0.11940804338002713,0.01852688657930411,0.20639403524627203,0.011296882060551289,0.2043605964753728,0.01525079078174424,0.01683235427022142,0.04225033890646182,15.592295526434706,0.04484862178038862
HRK,0.19512195121951223,1.12051649928264,19.81061692969871,8.400286944045911,0.9899569583931135,52.19081779053084,3.337159253945481,0.11248206599713056,0.6614060258249642,1.5064562410329987,2345.8723098995697,11.982783357245337,0.7890961262553803,12.700143472022955,1.0,23.131994261119083,5.253945480631277,0.1291248206599713,0.1327116212338594,0.6757532281205165,0.25968436154949787,4.680057388809182,1.0444763271162125,1.5164992826398853,0.23529411764705882,2.6212338593974174,0.14347202295552366,2.5954088952654235,0.19368723098995697,0.21377331420373027,0.5365853658536586,198.02439024390245,0.569583931133429
JPY,0.008435154747875706,0.04844011660360975,0.8564162996960865,0.36314581653538425,0.0427960057061341,2.2562178254667247,0.1442659554673448,0.004862618619363643,0.028592693667431623,0.0651243565093345,101.41245425789245,0.5180177386342493,0.034112758171556165,0.5490293369720275,0.043230168082862994,1.0,0.22712894622588847,0.0055820877008001,0.005737145692488991,0.029212925634187186,0.011226198598275757,0.20231966755566583,0.04515288717980525,0.0655585188860634,0.010171804254791292,0.11331638032624201,0.0062023196675556665,0.112199962786082,0.00837313155120015,0.009241456304657943,0.02319667555665819,8.560627674750357,0.024623209080195996
THB,0.037138175860185696,0.21327143637356635,3.770617149098854,1.5988530857454943,0.18842162752594213,9.933642818132169,0.6351720371381759,0.02140906608410705,0.12588749317312944,0.2867285636264337,446.497269251775,2.280720917531404,0.15019115237575095,2.4172583287820864,0.19033315128345168,4.402785363189514,1.0,0.024576734025122886,0.0252594210813763,0.1286182413981431,0.049426542872747135,0.8907700709994538,0.19879847078099402,0.28864008738394326,0.04478427089022392,0.4989077007099946,0.02730748225013654,0.49399235390497,0.03686510103768433,0.040688148552703446,0.10212998361551066,37.690606226105956,0.10841070453304207
CHF,1.511111111111111,8.677777777777777,153.42222222222225,65.05555555555556,7.666666666666667,404.18888888888887,25.844444444444445,0.8711111111111112,5.122222222222223,11.666666666666666,18167.477777777778,92.8,6.111111111111111,98.35555555555555,7.744444444444444,179.14444444444442,40.68888888888888,1.0,1.027777777777778,5.233333333333333,2.011111111111111,36.24444444444444,8.088888888888889,11.744444444444445,1.822222222222222,20.3,1.1111111111111112,20.099999999999998,1.5,1.6555555555555554,4.155555555555556,1533.588888888889,4.411111111111111
EUR,1.4702702702702704,8.443243243243243,149.27567567567567,63.29729729729729,7.45945945945946,393.2648648648648,25.145945945945947,0.8475675675675676,4.9837837837837835,11.35135135135135,17676.46486486486,90.29189189189188,5.945945945945946,95.69729729729728,7.5351351351351346,174.30270270270267,39.589189189189185,0.9729729729729729,1.0,5.091891891891891,1.9567567567567568,35.26486486486486,7.87027027027027,11.427027027027027,1.7729729729729728,19.75135135135135,1.081081081081081,19.556756756756755,1.4594594594594594,1.6108108108108108,4.043243243243244,1492.1405405405405,4.291891891891892
MYR,0.2887473460721869,1.6581740976645434,29.31634819532909,12.430997876857749,1.4649681528662422,77.23354564755839,4.9384288747346075,0.1664543524416136,0.9787685774946923,2.229299363057325,3471.492569002123,17.73248407643312,1.167728237791932,18.794055201698512,1.4798301486199574,34.231422505307854,7.774946921443736,0.1910828025477707,0.19639065817409768,1.0,0.3842887473460722,6.925690021231422,1.545647558386412,2.2441613588110405,0.3481953290870488,3.878980891719745,0.21231422505307856,3.840764331210191,0.2866242038216561,0.31634819532908703,0.7940552016985138,293.0424628450106,0.8428874734607219
BGN,0.7513812154696133,4.314917127071823,76.28729281767956,32.34806629834254,3.812154696132597,200.97790055248618,12.85082872928177,0.4331491712707182,2.546961325966851,5.801104972375691,9033.552486187844,46.14364640883978,3.0386740331491713,48.9060773480663,3.850828729281768,89.07734806629833,20.232044198895025,0.4972375690607735,0.511049723756906,2.602209944751381,1.0,18.02209944751381,4.0220994475138125,5.8397790055248615,0.9060773480662982,10.0939226519337,0.5524861878453039,9.994475138121546,0.7458563535911602,0.8232044198895028,2.0662983425414367,762.5580110497237,2.1933701657458564
TRY,0.04169221336603311,0.23942366646229307,4.23298589822195,1.7949110974862048,0.21152667075413858,11.151747394236665,0.7130594727161251,0.0240343347639485,0.14132434089515636,0.3218884120171674,501.2486204782342,2.5603923973022686,0.16860821581851626,2.71367259350092,0.2136725935009197,4.942673206621705,1.1226241569589208,0.02759043531575721,0.028356836296750464,0.14438994481912937,0.05548743102391172,1.0,0.22317596566523606,0.32403433476394855,0.050275904353157576,0.5600858369098712,0.030656039239730228,0.5545677498467199,0.04138565297363581,0.04567749846719804,0.11465358675659107,42.312385039852856,0.12170447578172902
CNY,0.18681318681318682,1.0728021978021978,18.967032967032967,8.042582417582416,0.9478021978021978,49.96840659340659,3.1950549450549453,0.1076923076923077,0.6332417582417582,1.4423076923076923,2245.9793956043954,11.47252747252747,0.7554945054945055,12.159340659340659,0.9574175824175823,22.14697802197802,5.03021978021978,0.12362637362637363,0.12706043956043955,0.6469780219780219,0.24862637362637363,4.48076923076923,1.0,1.4519230769230769,0.22527472527472525,2.5096153846153846,0.13736263736263735,2.48489010989011,0.18543956043956045,0.20467032967032966,0.5137362637362638,189.59203296703296,0.5453296703296704
NOK,0.12866603595080417,0.738883632923368,13.063386944181646,5.53926206244087,0.6527909176915799,34.41532639545884,2.2005676442762536,0.07417218543046358,0.4361400189214759,0.9933774834437086,1546.8997161778618,7.901608325449384,0.5203405865657521,8.374645222327342,0.6594134342478712,15.253547776726583,3.464522232734153,0.08514664143803216,0.08751182592242195,0.445600756859035,0.17123935666982024,3.086092715231788,0.6887417218543046,1.0,0.1551561021759697,1.728476821192053,0.0946073793755913,1.7114474929044465,0.12771996215704826,0.14096499526963102,0.35383159886471144,130.5799432355724,0.37559129612109743
NZD,0.8292682926829269,4.76219512195122,84.19512195121952,35.701219512195124,4.207317073170732,221.8109756097561,14.182926829268295,0.4780487804878049,2.810975609756098,6.402439024390245,9969.957317073171,50.926829268292686,3.353658536585366,53.97560975609756,4.25,98.3109756097561,22.329268292682926,0.5487804878048781,0.5640243902439025,2.8719512195121952,1.103658536585366,19.890243902439025,4.439024390243903,6.445121951219512,1.0,11.140243902439025,0.6097560975609756,11.03048780487805,0.8231707317073171,0.9085365853658537,2.280487804878049,841.6036585365854,2.4207317073170733
ZAR,0.07443897099069513,0.4274767378215654,7.557744937055283,3.2047071702244114,0.3776683087027915,19.910782703886152,1.2731253420908595,0.04291187739463602,0.25232621784345927,0.5747126436781609,894.9496442255063,4.571428571428571,0.30103995621237,4.8451012588943625,0.38149972632731255,8.824849480021893,2.0043787629994525,0.04926108374384237,0.05062944718117132,0.25779967159277506,0.09906951286261631,1.78544061302682,0.3984674329501916,0.578544061302682,0.08976464148877941,1.0,0.05473453749315818,0.9901477832512315,0.07389162561576355,0.0815544608648057,0.20470717022441162,75.54625068418171,0.217296113847838
USD,1.36,7.81,138.08,58.55,6.9,363.77,23.26,0.784,4.61,10.5,16350.73,83.52,5.5,88.52,6.97,161.23,36.62,0.9,0.925,4.71,1.81,32.62,7.28,10.57,1.64,18.27,1.0,18.09,1.35,1.49,3.74,1380.23,3.97
MXN,0.07517965726920951,0.43173023770038693,7.632946379215037,3.2365948037589827,0.38142620232172475,20.10889994472084,1.2857932559425098,0.04333886124930901,0.25483692647871753,0.5804311774461028,903.8546158098396,4.6169154228855716,0.30403537866224434,4.89331122166943,0.3852957435046987,8.9126589275843,2.0243228302929794,0.04975124378109453,0.05113322277501382,0.2603648424543947,0.10005527915975677,1.8032061912658925,0.40243228302929795,0.5843007186290768,0.09065782200110557,1.0099502487562189,0.055279159756771695,1.0,0.0746268656716418,0.08236594803758983,0.20674405749032615,76.297954671089,0.21945826423438364
SGD,1.0074074074074073,5.785185185185185,102.28148148148148,43.37037037037037,5.111111111111111,269.4592592592592,17.22962962962963,0.5807407407407408,3.414814814814815,7.777777777777778,12111.651851851851,61.86666666666666,4.0740740740740735,65.57037037037037,5.162962962962962,119.42962962962962,27.125925925925923,0.6666666666666666,0.6851851851851851,3.4888888888888885,1.3407407407407408,24.16296296296296,5.392592592592592,7.829629629629629,1.2148148148148146,13.533333333333331,0.7407407407407407,13.399999999999999,1.0,1.1037037037037036,2.77037037037037,1022.3925925925926,2.9407407407407407
AUD,0.9127516778523491,5.241610738255034,92.67114093959732,39.29530201342282,4.630872483221477,244.14093959731542,15.610738255033558,0.5261744966442953,3.0939597315436242,7.046979865771812,10973.644295302012,56.053691275167786,3.691275167785235,59.40939597315436,4.677852348993288,108.20805369127517,24.57718120805369,0.6040268456375839,0.6208053691275168,3.161073825503356,1.214765100671141,21.892617449664428,4.885906040268456,7.093959731543625,1.1006711409395973,12.261744966442953,0.6711409395973155,12.140939597315436,0.9060402684563759,1.0,2.51006711409396,926.3288590604027,2.6644295302013425
ILS,0.36363636363636365,2.0882352941176467,36.919786096256686,15.65508021390374,1.8449197860962567,97.26470588235293,6.219251336898396,0.20962566844919786,1.232620320855615,2.8074866310160425,4371.85294117647,22.331550802139034,1.4705882352941175,23.66844919786096,1.8636363636363635,43.10962566844919,9.79144385026738,0.24064171122994651,0.24732620320855614,1.2593582887700534,0.4839572192513369,8.721925133689838,1.946524064171123,2.8262032085561497,0.4385026737967914,4.885026737967914,0.267379679144385,4.836898395721925,0.3609625668449198,0.3983957219251337,1.0,369.0454545454545,1.0614973262032086
KRW,0.0009853430225397217,0.005658477210320019,0.10004129746491527,0.04242046615419169,0.004999166805532412,0.2635575230215254,0.016852263753142593,0.000568021271817016,0.0033400230396383214,0.007607427747549321,11.846380675684486,0.06051165385479231,0.003984843105859169,0.06413423849648246,0.005049882990516073,0.11681386435594067,0.02653180991573868,0.0006520652355042275,0.0006701781587126783,0.003412474732472124,0.0013113756402918354,0.023633742202386558,0.005274483238300863,0.007658143932532984,0.00118820776247437,0.013236924280735819,0.0007245169283380306,0.013106511233634974,0.0009780978532563415,0.0010795302232236657,0.0027096933119842345,1.0,0.002876332205501982
PLN,0.3425692695214106,1.9672544080604533,34.7808564231738,14.748110831234255,1.7380352644836272,91.62972292191435,5.858942065491184,0.19748110831234256,1.1612090680100755,2.644836272040302,4118.571788413098,21.03778337531486,1.3853904282115868,22.297229219143574,1.7556675062972291,40.61209068010075,9.224181360201511,0.22670025188916876,0.23299748110831234,1.1863979848866497,0.45591939546599497,8.216624685138537,1.8337531486146095,2.6624685138539044,0.4130982367758186,4.6020151133501255,0.2518891687657431,4.556675062972292,0.34005037783375314,0.37531486146095716,0.9420654911838791,347.6649874055415,1.0
